47,36,18,16,47
37,17,1,13,34
7,41,23,23,69
40,22,16,13,74
38,13,9,10,65
33,36,32,38,80
9,46,25,50,69
24,21,32,23,51
3,31,42,25,70
48,27,37,37,26
41,4,16,30,75
40,25,15,2,9
25,32,43,30,71
29,20,30,34,1
3,35,19,1,27
41,27,25,12,67
41,27,9,22,82
27,30,38,2,5
10,28,33,16,15
47,34,14,38,13
41,50,19,24,17
13,2,27,27,35
23,22,7,13,48
8,23,43,29,12
5,27,4,17,44
41,16,13,40,9
47,33,20,45,13
43,33,16,49,70
1,42,37,30,1
37,11,26,34,62
34,50,47,48,86
46,12,34,32,76
13,30,10,17,57
47,6,44,8,63
41,42,5,47,79
20,19,7,29,75
35,45,17,8,50
44,36,16,4,77
42,42,2,34,37
49,48,21,8,21
42,14,4,11,40
9,20,2,45,7
13,42,41,49,27
50,43,39,44,74
29,29,27,29,40
24,1,42,14,21
10,35,42,15,54
1,4,14,14,51
13,15,22,46,21
47,7,50,44,39
27,16,7,9,61
22,28,40,38,67
32,43,22,33,84
42,27,26,16,4
2,15,44,1,1
33,46,27,16,25
47,13,13,19,55
20,45,46,15,55
20,34,38,16,73
46,13,21,13,31
1,11,4,31,83
20,45,14,17,20
1,23,1,46,65
8,40,13,24,62
32,26,36,4,46
31,22,16,27,26
4,20,20,11,82
35,41,31,31,45
28,39,50,17,58
15,47,18,23,52
50,42,50,28,40
8,37,22,4,83
42,26,19,42,26
2,16,5,46,68
43,13,4,6,21
28,21,5,16,71
47,11,11,2,47
45,18,6,29,76
42,14,8,31,9
6,1,35,28,38
15,44,41,33,32
40,22,23,47,82
41,8,49,30,34
40,39,20,22,67
21,15,39,18,49
46,34,31,41,27
33,10,22,45,71
22,5,15,28,29
31,50,34,37,32
14,23,23,14,49
38,40,24,34,83
11,35,16,11,64
11,29,18,28,63
22,28,17,24,14
37,34,32,3,82
12,45,23,26,34
34,9,9,10,59
14,48,19,16,1
11,2,36,45,35
44,50,16,19,45
24,42,23,30,47
26,45,26,3,5
47,19,28,19,69
34,45,17,1,27
10,12,24,19,30
40,19,16,15,69
3,12,5,14,71
38,46,44,21,38
15,38,44,31,22
33,10,43,41,46
7,3,43,11,66
14,36,1,3,72
10,45,10,39,25
42,48,42,21,55
4,25,48,21,44
15,19,20,31,50
16,33,49,49,20
11,32,11,34,12
42,15,27,7,22
35,31,26,25,53
29,32,43,36,17
38,47,37,24,61
28,13,19,34,10
45,24,27,4,29
14,16,10,46,40
31,45,44,37,55
22,8,6,29,17
32,5,24,50,48
8,40,28,16,32
13,9,4,45,11
23,7,11,40,14
31,50,12,41,6
13,22,39,29,69
2,44,15,7,48
38,47,48,4,82
15,13,18,11,78
17,33,21,29,85
17,30,18,8,73
46,3,28,19,79
42,42,9,20,30
8,12,8,18,1
22,26,28,48,25
45,31,16,29,76
34,3,25,7,81
39,22,4,42,83
47,18,23,49,20
18,1,32,10,19
45,11,39,13,47
10,30,41,12,49
26,11,38,43,76
42,4,24,20,67
35,42,33,29,14
20,46,23,26,29
25,45,16,11,2
37,31,19,38,48
41,30,39,2,5
36,6,8,25,32
7,11,11,31,59
45,46,28,16,76
37,5,47,22,19
41,29,13,7,5
32,4,32,45,47
20,27,48,31,16
4,14,13,38,66
29,41,24,12,8
28,41,41,46,3
19,9,7,23,84
23,26,24,9,72
15,6,36,11,19
37,27,44,9,63
14,19,27,39,49
28,14,24,37,27
31,12,13,50,53
2,23,33,24,78
9,33,11,8,75
10,6,15,7,6
38,4,37,25,25
4,43,24,13,65
47,4,32,11,11
29,37,25,50,35
35,18,7,1,48
37,1,33,29,9
14,48,48,25,55
40,5,10,14,67
45,7,43,24,73
4,17,12,34,61
41,31,49,14,58
44,25,41,18,86
7,4,46,46,56
29,38,17,26,45
13,5,48,16,77
6,29,27,37,70
14,14,6,30,46
40,21,46,24,2
35,14,28,47,48
6,19,6,4,18
47,44,19,12,81
22,13,18,9,29
17,47,26,42,59
40,30,4,36,8
19,30,18,26,88
43,47,45,3,5
3,43,16,22,29
26,24,7,2,35
9,9,44,34,61
36,1,3,20,49
28,42,14,40,36
42,28,33,11,36
28,12,4,47,56
25,3,42,11,77
38,24,18,4,42
7,10,22,47,77
41,44,47,6,14
26,19,48,40,44
47,41,29,39,32
21,19,3,8,61
43,34,50,41,47
38,13,37,24,18
32,12,6,48,28
6,20,2,13,61
10,26,48,13,75
17,30,16,49,24
41,44,48,11,28
12,10,5,16,54
16,1,4,19,58
18,38,4,2,20
5,27,25,43,49
19,27,23,46,28
40,1,5,45,4
10,30,10,23,16
25,36,16,17,54
27,48,10,5,47
8,3,42,20,66
48,36,8,35,14
3,10,49,4,46
6,14,29,15,42
35,29,46,47,45
48,39,43,40,19
38,15,40,19,70
8,31,33,29,48
42,22,16,12,78
37,27,47,39,25
21,14,1,43,17
6,48,35,25,8
14,46,37,40,37
20,42,14,25,22
40,45,1,17,32
21,17,12,21,74
40,21,17,50,24
37,21,50,20,4
23,14,33,25,41
2,40,44,23,67
36,30,34,21,32
46,28,30,39,60
7,27,9,12,40
8,46,36,5,67
27,7,22,12,44
15,36,24,24,80
46,22,3,28,52
43,22,3,33,56
12,24,28,34,37
26,21,47,32,88
46,50,13,7,66
7,41,26,22,24
15,10,24,16,59
30,39,27,31,49
2,4,19,16,17
3,8,37,22,82
13,46,3,6,33
37,50,33,21,23
5,37,36,8,22
42,16,50,46,35
23,41,25,30,64
29,34,38,50,81
5,25,45,16,82
37,39,31,24,82
37,43,24,25,14
17,43,46,8,25
48,40,25,5,36
28,31,11,14,22
48,14,21,23,5
10,44,14,17,24
33,9,22,41,39
39,19,26,18,79
41,19,49,3,67
11,8,39,32,41
43,17,13,4,1
41,47,39,29,51
46,35,43,19,22
36,12,50,2,58
2,18,50,28,51
29,5,37,22,8
10,7,22,16,28
6,17,36,16,77
36,2,5,18,13
18,8,39,45,21
23,1,39,27,24
6,2,25,50,83
45,44,40,50,9
18,27,40,33,78
22,42,4,24,44
2,35,44,10,5
30,48,26,30,32
11,16,40,45,85
10,38,2,24,57
7,19,42,34,23
12,29,2,49,77
7,12,26,40,38
49,17,26,42,39
46,22,7,50,77
4,23,36,31,30
18,45,31,20,65
6,49,5,45,36
45,4,47,13,59
39,44,34,7,57
21,49,26,29,47
28,19,24,44,76
8,25,46,49,70
48,2,14,16,26
3,12,26,17,69
50,18,23,40,63
12,48,21,40,51
21,6,42,2,33
14,23,17,2,30
48,20,20,33,37
6,50,10,49,32
17,45,48,38,86
4,35,5,22,63
40,46,31,32,22
7,46,41,5,7
2,26,18,20,27
30,27,16,31,45
43,39,16,35,62
14,33,39,46,5
22,48,21,1,64
12,19,38,12,65
23,24,21,34,42
8,3,35,25,87
6,5,49,12,12
27,39,33,3,8
49,46,33,28,30
9,25,9,6,85
25,38,32,31,55
5,32,11,11,72
3,20,38,36,54
6,20,33,21,55
24,30,31,2,67
25,26,9,2,74
14,7,36,39,29
45,28,4,31,5
20,9,30,48,1
16,3,24,49,11
19,42,48,32,1
16,23,42,6,13
26,42,12,12,8
20,28,6,10,73
41,18,41,43,60
44,45,40,47,48
17,15,47,13,47
15,17,24,26,20
15,24,1,31,61
1,24,31,26,13
30,13,14,2,12
49,27,31,27,8
34,47,2,34,14
35,50,14,4,84
30,29,43,47,67
30,13,2,44,13
47,2,3,14,44
19,27,22,13,20
20,27,45,8,57
4,20,20,16,58
1,12,46,38,7
35,38,35,2,9
50,37,2,39,36
20,27,37,2,69
14,8,19,2,34
25,9,9,2,88
18,35,46,4,2
5,36,3,14,11
2,33,23,1,57
11,37,6,34,66
1,23,3,43,24
21,10,24,29,13
16,21,28,37,46
5,3,40,10,47
40,28,40,14,30
45,34,33,50,71
41,25,41,49,87
26,22,28,36,7
29,13,37,15,50
45,16,22,10,56
2,13,30,19,46
35,2,28,36,27
23,47,25,22,51
24,38,9,49,72
30,41,35,31,53
45,15,16,40,24
32,33,39,22,88
25,48,8,5,47
10,42,8,14,82
42,36,23,21,61
9,41,3,28,10
38,41,30,8,26
24,7,11,23,83
32,47,43,19,6
22,1,23,42,17
23,18,15,46,82
41,25,38,45,62
44,49,37,20,37
17,47,24,25,70
29,6,48,10,36
26,35,46,38,20
38,43,12,41,1
23,47,46,46,86
31,4,23,20,58
27,37,13,34,13
37,50,35,42,38
30,29,14,35,85
42,7,1,46,35
43,47,43,13,73
7,21,39,46,9
2,19,34,24,78
1,4,3,22,41
49,28,5,7,50
43,40,24,39,52
12,29,41,23,72
37,22,48,22,31
12,1,43,40,54
5,20,46,22,62
43,6,12,36,1
30,21,37,38,26
49,42,30,14,47
19,8,15,27,83
6,1,24,12,79
25,36,37,23,79
47,25,27,39,74
33,29,15,25,23
49,19,38,24,56
23,46,30,4,88
28,26,21,20,42
25,26,4,48,85
25,32,12,21,13
7,14,40,11,58
42,12,27,8,16
49,19,48,24,83
49,20,34,40,64
37,8,42,44,18
33,27,13,35,60
23,24,28,36,65
31,49,9,21,69
12,7,28,34,69
5,39,47,42,21
47,48,9,6,35
18,25,48,46,58
6,49,5,27,85
15,32,35,23,45
13,39,46,9,31
17,33,11,34,17
21,4,49,18,41
17,30,35,32,34
49,21,25,34,18
1,22,20,6,44
27,2,16,27,19
48,22,16,19,1
22,35,28,16,55
36,7,30,20,18
29,42,3,3,8
24,39,29,6,54
35,49,2,21,17
19,46,38,7,11
49,45,26,17,38
20,49,46,50,9
6,44,31,39,78
20,50,22,2,32
5,24,33,28,79
15,1,28,47,62
37,15,34,1,72
27,32,13,5,72
3,42,13,33,15
6,5,49,39,22
30,49,36,9,19
33,38,19,25,49
6,33,32,50,75
35,4,38,13,46
17,30,9,14,23
43,38,48,21,75
42,13,10,18,74
48,3,39,33,35
46,10,29,5,14
24,48,7,22,30
14,38,6,49,75
8,10,26,42,84
44,30,1,21,60
8,9,25,1,79
36,42,47,42,36
5,12,36,18,26
40,9,1,19,61
35,5,33,25,8
27,29,29,49,45
35,17,7,26,44
40,1,8,40,7
14,47,8,22,72
16,3,27,42,84
25,5,18,39,24
41,30,25,11,79
15,13,15,21,17
16,1,36,29,3
38,2,33,22,85
35,10,13,28,54
12,5,4,24,59
20,27,24,49,52
14,4,19,43,61
23,25,47,4,31
6,36,16,41,3
4,4,17,16,11
29,1,35,9,88
37,18,43,27,71
14,11,13,36,52
31,44,49,1,7
49,21,26,33,27
9,42,29,22,32
24,36,7,43,51
28,30,39,42,62
36,48,10,6,55
15,36,27,20,73
4,15,15,11,53
26,13,17,46,88
14,48,40,13,34
28,16,24,41,70
46,41,41,29,71
48,35,13,42,73
2,40,24,43,58
20,13,41,20,57
29,17,16,9,88
5,21,42,9,77
36,13,12,29,20
22,22,20,13,81
41,26,2,37,44
7,40,17,33,56
35,47,11,27,36
23,12,12,49,88
27,12,39,20,55
17,37,1,26,71
11,8,41,4,72
26,25,35,9,49
41,43,19,18,35
6,35,36,10,50
50,16,38,28,49
43,30,8,46,64
49,43,30,50,84
29,11,45,41,73
39,2,20,2,14
17,20,6,39,47
11,25,38,1,66
21,42,18,34,80
42,2,12,15,59
10,42,36,28,50
7,48,36,16,4
6,32,5,14,61
44,36,11,6,57
20,12,5,10,42
41,22,47,12,47
32,15,45,33,85
24,8,28,17,12
17,18,7,3,20
26,33,47,30,49
46,13,31,33,76
37,9,17,48,40
38,35,45,32,33
44,16,31,40,49
31,13,30,8,32
25,15,42,40,53
26,13,37,35,46
50,3,36,21,35
34,6,7,41,55
40,13,9,49,10
16,20,37,1,19
42,4,23,31,82
28,41,8,5,65
50,1,13,8,39
28,36,15,20,43
50,8,18,47,35
14,36,4,2,2
30,23,1,8,45
32,42,50,5,70
2,5,41,40,22
26,19,28,40,65
27,22,25,13,6
12,17,9,45,35
46,42,2,40,73
32,33,33,43,38
35,2,24,4,65
16,25,11,14,69
4,7,15,15,50
1,19,39,18,32
21,24,4,41,5
20,27,39,13,56
28,17,18,36,12
33,12,44,32,13
32,37,30,48,80
45,32,1,39,72
28,39,49,3,72
6,41,50,45,1
28,31,19,39,32
13,41,16,2,62
13,42,36,13,86
47,4,36,4,49
20,19,49,39,17
2,48,45,28,87
20,29,48,27,18
32,20,19,47,30
45,26,10,9,8
20,42,12,14,14
1,13,40,17,49
12,35,21,21,50
42,45,4,42,24
36,34,25,39,13
12,48,19,19,39
19,43,37,26,88
16,4,26,39,63
26,13,43,21,50
15,13,39,17,48
5,5,50,43,38
15,32,37,27,54
28,42,10,5,56
45,42,2,42,20
11,8,11,16,43
24,10,9,35,31
44,29,33,34,21
5,12,21,19,85
38,36,13,46,1
47,33,44,27,61
44,50,6,28,16
14,19,24,40,58
32,36,35,11,81
13,28,7,5,86
39,38,30,11,74
14,50,5,21,63
41,33,49,12,44
5,39,26,30,36
13,35,15,25,59
33,41,45,9,1
47,50,34,29,42
21,21,36,47,55
4,34,1,8,69
48,45,7,46,19
35,17,19,47,74
50,27,46,10,71
40,46,24,43,84
20,43,44,50,58
2,45,22,17,50
9,5,39,28,74
2,13,32,12,69
38,23,28,3,74
25,33,31,9,49
49,21,46,40,9
32,45,45,11,40
35,15,39,20,15
15,9,23,22,83
27,3,48,5,10
32,34,18,3,53
10,32,42,26,56
4,45,6,25,48
11,5,45,15,64
46,42,2,45,30
19,32,22,41,66
17,8,4,3,21
20,23,13,6,21
10,40,9,35,49
36,40,3,42,37
16,7,27,17,15
7,34,45,33,86
31,9,10,39,46
40,45,22,12,66
35,46,43,39,81
36,42,19,6,6
16,11,6,7,16
25,43,27,4,32
16,36,28,12,50
24,4,5,22,34
4,25,40,5,10
17,28,35,47,54
45,42,8,23,51
4,36,34,14,47
40,50,20,47,40
46,22,46,16,54
22,49,27,2,36
49,47,29,42,33
34,31,50,40,3
1,21,8,4,32
28,45,33,21,57
13,42,28,42,77
17,36,12,7,24
31,35,43,9,68
42,20,41,33,11
18,33,43,50,48
37,39,34,10,82
45,24,24,17,43
26,46,31,45,42
30,3,6,45,30
12,8,50,17,50
13,25,21,11,61
35,31,24,27,49
20,39,3,41,71
48,49,30,6,31
49,12,25,36,13
1,25,19,8,29
29,50,3,29,45
33,23,37,25,48
15,33,18,33,52
35,11,44,29,66
30,12,48,15,1
48,39,1,23,55
33,22,4,43,37
1,49,44,21,9
17,44,33,29,23
16,5,15,25,61
44,42,25,21,14
20,3,3,22,28
44,14,1,33,30
26,17,15,49,72
24,9,21,44,57
48,34,35,17,78
34,23,21,9,87
19,31,33,6,62
2,48,13,26,57
15,7,3,20,15
48,50,14,39,48
23,6,11,38,8
43,29,44,39,49
15,13,17,20,58
33,23,10,48,34
14,26,8,26,69
11,23,23,6,63
10,8,5,31,32
37,4,36,41,34
21,34,15,33,38
18,30,44,23,63
9,22,44,10,77
36,48,21,29,72
13,19,18,49,61
43,11,38,48,79
18,7,32,33,26
2,14,42,24,30
12,46,27,49,65
7,30,49,40,6
31,9,32,8,27
48,4,7,36,79
23,49,7,45,38
26,45,49,31,1
11,15,1,28,77
15,8,31,18,54
32,10,15,24,68
38,9,3,34,13
12,21,11,50,52
2,46,14,1,62
1,47,14,15,72
22,49,39,6,26
16,50,10,6,32
50,17,50,20,40
13,1,8,14,10
6,21,5,26,27
16,35,14,6,46
15,9,46,42,68
30,33,29,17,12
45,31,45,30,1
13,44,28,4,51
25,12,28,17,64
35,8,12,20,28
41,24,39,44,12
24,29,12,34,6
32,40,2,21,20
22,26,3,13,43
42,1,25,2,19
5,22,12,34,5
45,33,23,46,22
16,9,40,19,14
32,50,25,8,42
31,49,15,10,41
31,3,15,34,68
29,12,31,27,29
29,40,24,35,44
38,42,34,13,34
29,5,50,50,55
29,28,50,2,19
45,26,22,25,41
38,4,12,43,36
50,39,48,9,54
14,47,24,34,27
41,21,4,31,35
39,2,4,25,46
40,37,6,33,31
8,3,8,27,75
35,14,30,22,34
1,5,35,14,8
37,46,1,40,60
7,2,14,48,9
6,41,2,33,72
